timestamp,nt_circular,tai_lam,period,slot
2025-03-20 13:00:00,75360,2205,before,na
2025-03-20 14:00:00,101691,3242,before,na
2025-03-20 15:00:00,52795,1864,before,na
2025-03-20 16:00:00,78428,2348,before,na
2025-03-20 17:00:00,117007,3346,before,na
2025-03-20 18:00:00,44195,1245,before,peak
2025-03-20 19:00:00,14888,448,before,peak
2025-03-20 20:00:00,43023,1353,before,na
2025-03-20 21:00:00,54376,2077,before,na
2025-03-20 23:00:00,37197,1511,before,na
2025-03-21 00:00:00,16375,574,before,na
2025-03-21 02:00:00,8544,358,before,na
2025-03-21 03:00:00,18759,807,before,na
2025-03-21 04:00:00,21307,851,before,na
2025-03-21 05:00:00,26519,1024,before,na
2025-03-21 06:00:00,66878,3162,before,na
2025-03-21 07:00:00,73646,3833,before,na
2025-03-21 08:00:00,46661,1902,before,peak
2025-03-21 09:00:00,76853,2343,before,peak
2025-03-21 10:00:00,109236,3400,before,na
2025-03-21 11:00:00,69498,2077,before,na
2025-03-21 12:00:00,78111,2160,before,na
2025-03-21 13:00:00,33881,877,before,na
2025-03-21 14:00:00,71669,3221,before,na
2025-03-21 15:00:00,119013,2160,before,na
2025-03-21 16:00:00,93128,1173,before,na
2025-03-21 17:00:00,73671,1035,before,na
2025-03-21 18:00:00,97156,1335,before,peak
2025-03-21 19:00:00,65991,781,before,peak
2025-03-21 20:00:00,49998,414,before,na
2025-03-21 21:00:00,81749,718,before,na
2025-03-21 22:00:00,95272,949,before,na
2025-03-21 23:00:00,64034,738,before,na
2025-03-22 00:00:00,38244,825,before,na
2025-03-22 01:00:00,17791,411,before,na
2025-03-22 02:00:00,20153,463,before,na
2025-03-22 03:00:00,23173,532,before,na
2025-03-22 04:00:00,21526,537,before,na
2025-03-22 05:00:00,19825,570,before,na
2025-03-22 06:00:00,11398,369,before,na
2025-03-22 07:00:00,60715,2432,before,na
2025-03-22 08:00:00,109369,4001,before,peak
2025-03-22 09:00:00,81092,3133,before,peak
2025-03-22 10:00:00,3236,96,before,na
2025-03-22 11:00:00,70973,2515,before,na
2025-03-22 12:00:00,142443,3080,before,na
2025-03-22 13:00:00,121342,3268,before,na
2025-03-22 14:00:00,112189,2696,before,na
2025-03-22 15:00:00,102174,1409,before,na
2025-03-22 16:00:00,69850,1200,before,na
2025-03-22 17:00:00,10251,127,before,na
2025-03-22 18:00:00,60043,777,before,peak
2025-03-22 19:00:00,105183,1925,before,peak
2025-03-22 20:00:00,88455,884,before,na
2025-03-22 21:00:00,97912,2125,before,na
2025-03-22 22:00:00,60474,1114,before,na
2025-03-22 23:00:00,47367,1013,before,na
2025-03-23 00:00:00,18378,402,before,na
2025-03-23 01:00:00,8605,218,before,na
2025-03-23 02:00:00,14391,338,before,na
2025-03-23 03:00:00,16661,416,before,na
2025-03-23 04:00:00,18578,478,before,na
2025-03-23 05:00:00,22724,584,before,na
2025-03-23 06:00:00,37015,1182,before,na
2025-03-23 07:00:00,42406,1371,before,na
2025-03-23 08:00:00,18010,602,before,peak
2025-03-23 09:00:00,10200,334,before,peak
2025-03-23 10:00:00,67554,2157,before,na
2025-03-23 11:00:00,88258,2763,before,na
2025-03-23 12:00:00,84530,2551,before,na
2025-03-23 13:00:00,38291,1169,before,na
2025-03-23 14:00:00,54324,536,before,na
2025-03-23 15:00:00,58691,601,before,na
2025-03-23 16:00:00,53465,559,before,na
2025-03-23 17:00:00,68603,570,before,na
2025-03-23 18:00:00,65141,806,before,peak
2025-03-23 19:00:00,29332,334,before,peak
2025-03-23 20:00:00,4811,32,before,na
2025-03-23 21:00:00,32032,349,before,na
2025-03-23 22:00:00,83814,829,before,na
2025-03-23 23:00:00,59486,845,before,na
2025-03-24 00:00:00,5715,98,before,na
2025-03-24 01:00:00,445,6,before,na
2025-03-24 02:00:00,2870,63,before,na
2025-03-24 03:00:00,9589,241,before,na
2025-03-24 04:00:00,15690,410,before,na
2025-03-24 05:00:00,26360,800,before,na
2025-03-24 06:00:00,60794,2292,before,na
2025-03-24 07:00:00,61717,2559,before,na
2025-03-24 08:00:00,55923,2465,before,peak
2025-03-24 09:00:00,87887,3451,before,peak
2025-03-24 10:00:00,87142,1602,before,na
2025-03-24 11:00:00,48151,772,before,na
2025-03-24 12:00:00,54370,768,before,na
2025-03-24 13:00:00,108490,1337,before,na
2025-03-24 14:00:00,96358,3011,before,na
2025-03-24 15:00:00,82504,2709,before,na
2025-03-24 16:00:00,27971,936,before,na
2025-03-24 17:00:00,57791,1820,before,na
2025-03-24 18:00:00,65177,1948,before,peak
2025-03-24 19:00:00,66183,1132,before,peak
2025-03-24 20:00:00,69445,662,before,na
2025-03-24 21:00:00,61985,678,before,na
2025-03-24 22:00:00,51482,516,before,na
2025-03-24 23:00:00,34265,583,before,na
2025-03-25 00:00:00,20169,508,before,na
2025-03-25 01:00:00,11129,289,before,na
2025-03-25 02:00:00,15397,387,before,na
2025-03-25 03:00:00,6140,209,before,na
2025-03-25 04:00:00,8459,294,before,na
2025-03-25 05:00:00,21792,757,before,na
2025-03-25 06:00:00,39904,1762,before,na
2025-03-25 07:00:00,47210,1801,before,na
2025-03-25 08:00:00,53653,1483,before,peak
2025-03-25 09:00:00,65476,1363,before,peak
2025-03-25 10:00:00,51082,956,before,na
2025-03-25 11:00:00,50968,1266,before,na
2025-03-25 12:00:00,91111,2228,before,na
2025-03-25 13:00:00,89096,2807,before,na
2025-03-25 14:00:00,80318,3660,before,na
2025-03-25 15:00:00,22585,1048,before,na
2025-03-25 16:00:00,24782,1006,before,na
2025-03-25 17:00:00,110234,4824,before,na
2025-03-25 18:00:00,66332,2072,before,peak
2025-03-25 19:00:00,106178,2981,before,peak
2025-03-25 20:00:00,81114,2361,before,na
2025-03-25 21:00:00,56843,2101,before,na
2025-03-25 22:00:00,39134,1546,before,na
2025-03-25 23:00:00,33069,1082,before,na
2025-03-26 00:00:00,16623,683,before,na
2025-03-26 01:00:00,11556,506,before,na
2025-03-26 02:00:00,13371,515,before,na
2025-03-26 03:00:00,14244,581,before,na
2025-03-26 04:00:00,8338,354,before,na
2025-03-26 05:00:00,18348,738,before,na
2025-03-26 06:00:00,23224,1047,before,na
2025-03-26 07:00:00,77952,3911,before,na
2025-03-26 08:00:00,117319,5900,before,peak
2025-03-26 09:00:00,75104,3752,before,peak
2025-03-26 10:00:00,33875,1773,before,na
2025-03-26 11:00:00,38313,1721,before,na
2025-03-26 12:00:00,85177,3919,before,na
2025-03-26 13:00:00,114627,5373,before,na
2025-03-26 14:00:00,110798,5127,before,na
2025-03-26 15:00:00,86253,4108,before,na
2025-03-26 16:00:00,79324,3851,before,na
2025-03-26 17:00:00,125171,5803,before,na
2025-03-26 18:00:00,67749,3111,before,peak
2025-03-26 19:00:00,2613,111,before,peak
2025-03-26 20:00:00,10583,451,before,na
2025-03-26 21:00:00,82433,3199,before,na
2025-03-26 22:00:00,79937,3335,before,na
2025-03-26 23:00:00,34511,1388,before,na
2025-03-27 00:00:00,18712,738,before,na
2025-03-27 01:00:00,8216,365,before,na
2025-03-27 02:00:00,17335,680,before,na
2025-03-27 03:00:00,11100,473,before,na
2025-03-27 04:00:00,11465,451,before,na
2025-03-27 05:00:00,10891,477,before,na
2025-03-27 06:00:00,44238,1928,before,na
2025-03-27 07:00:00,72232,3317,before,na
2025-03-27 08:00:00,70874,3545,before,peak
2025-03-27 09:00:00,7114,337,before,peak
2025-03-27 11:00:00,91315,4362,before,na
2025-03-27 12:00:00,70387,3248,before,na
2025-03-27 13:00:00,92412,4259,before,na
2025-03-27 14:00:00,70279,3360,before,na
2025-03-27 16:00:00,15724,747,before,na
2025-03-27 17:00:00,27343,1316,before,na
2025-03-27 18:00:00,124553,5277,before,peak
2025-03-27 19:00:00,48171,1865,before,peak
2025-03-27 20:00:00,70239,2601,before,na
2025-03-27 21:00:00,24544,857,before,na
2025-03-27 22:00:00,30496,1155,before,na
2025-03-27 23:00:00,49688,1951,before,na
2025-03-28 00:00:00,5559,231,before,na
2025-03-28 02:00:00,4985,209,before,na
2025-03-28 03:00:00,16822,670,before,na
2025-03-28 04:00:00,19008,609,before,na
2025-03-28 05:00:00,17687,687,before,na
2025-03-28 06:00:00,65180,2359,before,na
2025-03-28 07:00:00,85258,3316,before,na
2025-03-28 08:00:00,50268,2368,before,peak
2025-03-28 09:00:00,41055,1782,before,peak
2025-03-28 10:00:00,88768,4194,before,na
2025-03-28 11:00:00,93106,4195,before,na
2025-03-28 12:00:00,52832,2382,before,na
2025-03-28 15:00:00,30615,1344,before,na
2025-03-28 16:00:00,48061,2172,before,na
2025-03-28 17:00:00,36585,1746,before,na
2025-03-28 18:00:00,75687,3386,before,peak
2025-03-28 19:00:00,103565,4200,before,peak
2025-03-28 20:00:00,66030,2617,before,na
2025-03-28 21:00:00,28212,1064,before,na
2025-03-28 22:00:00,54509,2121,before,na
2025-03-28 23:00:00,34331,1391,before,na
2025-03-29 00:00:00,19464,784,before,na
2025-03-29 01:00:00,850,30,before,na
2025-03-29 02:00:00,9950,439,before,na
2025-03-29 03:00:00,17630,700,before,na
2025-03-29 04:00:00,16846,724,before,na
2025-03-29 05:00:00,23751,977,before,na
2025-03-29 06:00:00,41688,1905,before,na
2025-03-29 07:00:00,34257,1684,before,na
2025-03-29 08:00:00,75584,3538,before,peak
2025-03-29 09:00:00,133574,6351,before,peak
2025-03-29 10:00:00,107772,5090,before,na
2025-03-29 11:00:00,68448,3109,before,na
2025-03-29 12:00:00,45695,1933,before,na
2025-03-29 13:00:00,103359,4329,before,na
2025-03-29 14:00:00,79330,3501,before,na
2025-03-29 15:00:00,46858,1995,before,na
2025-03-29 16:00:00,82751,3744,before,na
2025-03-29 17:00:00,128823,5856,before,na
2025-03-29 18:00:00,114819,4798,before,peak
2025-03-29 19:00:00,67457,2643,before,peak
2025-03-29 20:00:00,30177,1151,before,na
2025-03-29 21:00:00,45746,1537,before,na
2025-03-29 22:00:00,93712,3722,before,na
2025-03-29 23:00:00,60150,2501,before,na
2025-03-30 00:00:00,27436,1070,before,na
2025-03-30 01:00:00,18079,689,before,na
2025-03-30 02:00:00,14972,568,before,na
2025-03-30 03:00:00,10458,404,before,na
2025-03-30 04:00:00,13683,487,before,na
2025-03-30 05:00:00,21055,789,before,na
2025-03-30 06:00:00,14172,566,before,na
2025-03-30 07:00:00,22998,969,before,na
2025-03-30 08:00:00,69754,2806,before,peak
2025-03-30 09:00:00,58245,2495,before,peak
2025-03-30 10:00:00,76342,3131,before,na
2025-03-30 11:00:00,81043,3278,before,na
2025-03-30 12:00:00,80317,3263,before,na
2025-03-30 13:00:00,74166,2932,before,na
2025-03-30 14:00:00,53136,2107,before,na
2025-03-30 15:00:00,68206,2659,before,na
2025-03-30 16:00:00,128836,5147,before,na
2025-03-30 17:00:00,104456,4229,before,na
2025-03-30 18:00:00,35348,1343,before,peak
2025-03-30 19:00:00,51415,1786,before,peak
2025-03-30 20:00:00,74533,2933,before,na
2025-03-30 21:00:00,41249,1486,before,na
2025-03-30 22:00:00,64290,2508,before,na
2025-03-30 23:00:00,36227,1345,before,na
2025-03-31 00:00:00,15047,540,before,na
2025-03-31 01:00:00,6757,252,before,na
2025-03-31 02:00:00,6213,231,before,na
2025-03-31 03:00:00,9179,363,before,na
2025-03-31 04:00:00,4494,144,before,na
2025-03-31 05:00:00,7929,305,before,na
2025-03-31 06:00:00,23261,1125,before,na
2025-03-31 07:00:00,50376,2508,before,na
2025-03-31 08:00:00,90477,4374,before,peak
2025-03-31 09:00:00,129623,6060,before,peak
2025-03-31 10:00:00,106615,5038,before,na
2025-03-31 11:00:00,51183,2256,before,na
2025-03-31 12:00:00,36014,1699,before,na
2025-03-31 13:00:00,99443,4325,before,na
2025-03-31 14:00:00,55394,2409,before,na
2025-03-31 15:00:00,41072,1799,before,na
2025-03-31 16:00:00,102920,4488,before,na
2025-03-31 17:00:00,139160,5952,before,na
2025-03-31 18:00:00,102803,4284,before,peak
2025-03-31 19:00:00,70713,2796,before,peak
2025-03-31 20:00:00,54259,2206,before,na
2025-03-31 21:00:00,26413,1037,before,na
2025-03-31 22:00:00,25627,988,before,na
2025-03-31 23:00:00,31093,1223,before,na
2025-04-01 00:00:00,11784,455,before,na
2025-04-01 01:00:00,3197,134,before,na
2025-04-01 02:00:00,16017,612,before,na
2025-04-01 03:00:00,14869,586,before,na
2025-04-01 04:00:00,9069,346,before,na
2025-04-01 05:00:00,11829,466,before,na
2025-04-01 06:00:00,73782,3257,before,na
2025-04-01 07:00:00,132415,6530,before,na
2025-04-01 08:00:00,130120,6367,before,peak
2025-04-01 09:00:00,47963,2308,before,peak
2025-04-01 10:00:00,44770,2047,before,na
2025-04-01 11:00:00,24134,1153,before,na
2025-04-01 12:00:00,57315,2515,before,na
2025-04-01 13:00:00,98063,4428,before,na
2025-04-01 14:00:00,102168,4515,before,na
2025-04-01 15:00:00,95297,4191,before,na
2025-04-01 16:00:00,122539,5434,before,na
2025-04-01 17:00:00,78045,3490,before,na
2025-04-01 18:00:00,75821,3242,before,peak
2025-04-01 19:00:00,60542,2306,before,peak
2025-04-01 20:00:00,42272,1686,before,na
2025-04-01 21:00:00,29731,1184,before,na
2025-04-01 22:00:00,54907,2127,before,na
2025-04-01 23:00:00,31730,1255,before,na
2025-04-02 00:00:00,19354,733,before,na
2025-04-02 01:00:00,14673,600,before,na
2025-04-02 02:00:00,17213,683,before,na
2025-04-02 03:00:00,15798,628,before,na
2025-04-02 04:00:00,20235,819,before,na
2025-04-02 05:00:00,22519,861,before,na
2025-04-02 06:00:00,31916,1299,before,na
2025-04-02 07:00:00,68775,3260,before,na
2025-04-02 08:00:00,64050,3217,before,peak
2025-04-02 09:00:00,37624,1752,before,peak
2025-04-02 10:00:00,65622,3017,before,na
2025-04-02 11:00:00,92912,4208,before,na
2025-04-02 12:00:00,84313,3865,before,na
2025-04-02 13:00:00,93376,4166,before,na
2025-04-02 14:00:00,108148,4594,before,na
2025-04-02 15:00:00,90496,3334,before,na
2025-04-02 16:00:00,107928,4125,before,na
2025-04-02 17:00:00,61431,2817,before,na
2025-04-02 18:00:00,60332,2568,before,peak
2025-04-02 19:00:00,65018,2728,before,peak
2025-04-02 20:00:00,30476,1177,before,na
2025-04-02 21:00:00,72882,2698,before,na
2025-04-02 22:00:00,74181,2865,before,na
2025-04-02 23:00:00,51811,1971,before,na
2025-04-03 00:00:00,25282,983,before,na
2025-04-03 01:00:00,14377,558,before,na
2025-04-03 02:00:00,18213,685,before,na
2025-04-03 03:00:00,14075,581,before,na
2025-04-03 04:00:00,7628,281,before,na
2025-04-03 05:00:00,5830,225,before,na
2025-04-03 06:00:00,52980,2431,before,na
2025-04-03 07:00:00,147401,7194,before,na
2025-04-03 08:00:00,125524,5072,before,peak
2025-04-03 09:00:00,13750,703,before,peak
2025-04-03 10:00:00,6171,332,before,na
2025-04-03 11:00:00,41766,1993,before,na
2025-04-03 12:00:00,111833,5094,before,na
2025-04-03 13:00:00,84882,3617,before,na
2025-04-03 14:00:00,70160,3294,before,na
2025-04-03 15:00:00,51801,2187,before,na
2025-04-03 16:00:00,66999,2965,before,na
2025-04-03 17:00:00,47950,2098,before,na
2025-04-03 18:00:00,135438,5987,before,peak
2025-04-03 19:00:00,118187,4758,before,peak
2025-04-03 20:00:00,79302,3014,before,na
2025-04-03 21:00:00,42531,1556,before,na
2025-04-03 22:00:00,49154,1944,before,na
2025-04-03 23:00:00,34741,1307,before,na
2025-04-04 00:00:00,22323,887,before,na
2025-04-04 01:00:00,12510,415,before,na
2025-04-04 02:00:00,21836,889,before,na
2025-04-04 03:00:00,8548,332,before,na
2025-04-04 04:00:00,13580,510,before,na
2025-04-04 05:00:00,12985,485,before,na
2025-04-04 06:00:00,11896,487,before,na
2025-04-04 07:00:00,25158,1071,before,na
2025-04-04 08:00:00,79050,3406,before,peak
2025-04-04 09:00:00,78304,3278,before,peak
2025-04-04 10:00:00,94666,4033,before,na
2025-04-04 11:00:00,86273,3639,before,na
2025-04-04 12:00:00,92950,3914,before,na
2025-04-04 13:00:00,47538,1991,before,na
2025-04-04 14:00:00,30185,1168,before,na
2025-04-04 15:00:00,47964,2003,before,na
2025-04-04 16:00:00,24659,977,before,na
2025-04-04 17:00:00,50940,2105,before,na
2025-04-04 18:00:00,41771,1766,before,peak
2025-04-04 19:00:00,1882,60,before,peak
2025-04-04 20:00:00,8221,362,before,na
2025-04-04 21:00:00,74623,2962,before,na
2025-04-04 22:00:00,71101,2736,before,na
2025-04-04 23:00:00,51445,2106,before,na
2025-04-05 00:00:00,15118,618,before,na
2025-04-05 01:00:00,7608,309,before,na
2025-04-05 02:00:00,8814,353,before,na
2025-04-05 03:00:00,8064,344,before,na
2025-04-05 04:00:00,6313,269,before,na
2025-04-05 05:00:00,15686,657,before,na
2025-04-05 06:00:00,37271,1595,before,na
2025-04-05 07:00:00,75748,3770,before,na
2025-04-05 08:00:00,96274,4894,before,peak
2025-04-05 09:00:00,110699,5730,before,peak
2025-04-05 10:00:00,33004,1400,before,na
2025-04-05 11:00:00,21334,835,before,na
2025-04-05 12:00:00,60063,2574,before,na
2025-04-05 13:00:00,26466,1049,before,na
2025-04-05 14:00:00,56056,2550,before,na
2025-04-05 15:00:00,102011,4308,before,na
2025-04-05 16:00:00,105067,4565,before,na
2025-04-05 17:00:00,15478,627,before,na
2025-04-05 18:00:00,22530,1031,before,peak
2025-04-05 19:00:00,56024,2365,before,peak
2025-04-05 20:00:00,77013,3159,before,na
2025-04-05 21:00:00,8284,336,before,na
2025-04-05 22:00:00,21379,872,before,na
2025-04-05 23:00:00,52154,2172,before,na
2025-04-06 00:00:00,22470,932,before,na
2025-04-06 01:00:00,9986,396,before,na
2025-04-06 02:00:00,14968,596,before,na
2025-04-06 03:00:00,16588,709,before,na
2025-04-06 04:00:00,18405,782,before,na
2025-04-06 05:00:00,19659,797,before,na
2025-04-06 06:00:00,15858,684,before,na
2025-04-06 07:00:00,29562,1270,before,na
2025-04-06 08:00:00,50353,2212,before,peak
2025-04-06 09:00:00,64705,2840,before,peak
2025-04-06 10:00:00,80054,3464,before,na
2025-04-06 11:00:00,67716,2927,before,na
2025-04-06 12:00:00,45313,1981,before,na
2025-04-06 13:00:00,60192,2499,before,na
2025-04-06 14:00:00,62640,2568,before,na
2025-04-06 15:00:00,65454,2766,before,na
2025-04-06 16:00:00,63185,2536,before,na
2025-04-06 17:00:00,77710,3363,before,na
2025-04-06 18:00:00,45754,2000,before,peak
2025-04-06 19:00:00,44720,1805,before,peak
2025-04-06 20:00:00,74003,2936,before,na
2025-04-06 21:00:00,99200,4032,before,na
2025-04-06 22:00:00,76496,3005,before,na
2025-04-06 23:00:00,56950,2254,before,na
2025-04-07 00:00:00,15047,545,before,na
2025-04-07 01:00:00,10997,505,before,na
2025-04-07 02:00:00,10885,439,before,na
2025-04-07 03:00:00,12817,533,before,na
2025-04-07 04:00:00,13311,561,before,na
2025-04-07 05:00:00,7324,306,before,na
2025-04-07 06:00:00,42370,1982,before,na
2025-04-07 07:00:00,79287,4126,before,na
2025-04-07 08:00:00,91108,4661,before,peak
2025-04-07 09:00:00,96518,4703,before,peak
2025-04-07 10:00:00,116912,5352,before,na
2025-04-07 11:00:00,102107,4793,before,na
2025-04-07 12:00:00,37822,1650,before,na
2025-04-07 13:00:00,54392,2432,before,na
2025-04-07 14:00:00,94346,4253,before,na
2025-04-07 15:00:00,43835,1886,before,na
2025-04-07 16:00:00,39560,1697,before,na
2025-04-07 17:00:00,77973,3364,before,na
2025-04-07 18:00:00,115782,4255,before,peak
2025-04-07 19:00:00,34063,1088,before,peak
2025-04-07 20:00:00,37201,1125,before,na
2025-04-07 21:00:00,55764,2150,before,na
2025-04-07 22:00:00,68440,2559,before,na
2025-04-07 23:00:00,7886,297,before,na
2025-04-08 00:00:00,26500,1051,before,na
2025-04-08 01:00:00,16411,610,before,na
2025-04-08 02:00:00,7657,279,before,na
2025-04-08 03:00:00,5474,202,before,na
2025-04-08 04:00:00,13394,530,before,na
2025-04-08 05:00:00,16315,571,before,na
2025-04-08 06:00:00,56856,2630,before,na
2025-04-08 07:00:00,134962,6593,before,na
2025-04-08 08:00:00,83114,4178,before,peak
2025-04-08 09:00:00,66615,3075,before,peak
2025-04-08 10:00:00,85915,3959,before,na
2025-04-08 11:00:00,74676,3396,before,na
2025-04-08 12:00:00,42581,1902,before,na
2025-04-08 13:00:00,52292,2411,before,na
2025-04-08 14:00:00,107922,4766,before,na
2025-04-08 15:00:00,72793,3383,before,na
2025-04-08 16:00:00,88713,4073,before,na
2025-04-08 17:00:00,104524,4833,before,na
2025-04-08 18:00:00,39476,1673,before,peak
2025-04-08 19:00:00,62876,2555,before,peak
2025-04-08 20:00:00,65513,2514,before,na
2025-04-08 21:00:00,40167,1620,before,na
2025-04-08 22:00:00,52774,2017,before,na
2025-04-08 23:00:00,37072,1502,before,na
2025-04-09 00:00:00,15834,640,before,na
2025-04-09 02:00:00,6345,245,before,na
2025-04-09 03:00:00,18797,808,before,na
2025-04-09 04:00:00,17640,733,before,na
2025-04-09 05:00:00,23240,977,before,na
2025-04-09 06:00:00,4255,173,before,na
2025-04-09 07:00:00,16374,860,before,na
2025-04-09 08:00:00,103198,5268,before,peak
2025-04-09 09:00:00,121133,6393,before,peak
2025-04-09 10:00:00,125787,6470,before,na
2025-04-09 11:00:00,123354,6149,before,na
2025-04-09 12:00:00,107354,5322,before,na
2025-04-09 13:00:00,79933,3837,before,na
2025-04-09 14:00:00,63779,2836,before,na
2025-04-09 15:00:00,106871,4602,before,na
2025-04-09 16:00:00,54947,2409,before,na
2025-04-09 17:00:00,96992,4216,before,na
2025-04-09 18:00:00,90098,3710,before,peak
2025-04-09 19:00:00,52235,2028,before,peak
2025-04-09 20:00:00,71384,2645,before,na
2025-04-09 21:00:00,74095,2778,before,na
2025-04-09 22:00:00,55698,2219,before,na
2025-04-09 23:00:00,41857,1633,before,na
2025-04-10 00:00:00,26858,1052,before,na
2025-04-10 01:00:00,10506,412,before,na
2025-04-10 02:00:00,13048,553,before,na
2025-04-10 03:00:00,3751,149,before,na
2025-04-10 04:00:00,11149,423,before,na
2025-04-10 05:00:00,27375,1056,before,na
2025-04-10 06:00:00,78559,3482,before,na
2025-04-10 07:00:00,131790,5992,before,na
2025-04-10 08:00:00,68358,3268,before,peak
2025-04-10 09:00:00,58057,2935,before,peak
2025-04-10 10:00:00,103235,5124,before,na
2025-04-10 11:00:00,108082,5384,before,na
2025-04-10 12:00:00,50997,2265,before,na
2025-04-10 13:00:00,52344,2404,before,na
2025-04-10 14:00:00,114672,5136,before,na
2025-04-10 15:00:00,52260,2344,before,na
2025-04-10 16:00:00,28953,1304,before,na
2025-04-10 17:00:00,109116,4839,before,na
2025-04-10 18:00:00,124402,5336,before,peak
2025-04-10 19:00:00,24751,1035,before,peak
2025-04-10 20:00:00,51119,1979,before,na
2025-04-10 21:00:00,48127,1830,before,na
2025-04-10 22:00:00,33946,1309,before,na
2025-04-10 23:00:00,58080,2272,before,na
2025-04-11 00:00:00,16884,686,before,na
2025-04-11 01:00:00,13422,514,before,na
2025-04-11 02:00:00,14126,568,before,na
2025-04-11 03:00:00,15353,641,before,na
2025-04-11 04:00:00,8663,346,before,na
2025-04-11 05:00:00,7193,280,before,na
2025-04-11 06:00:00,50615,2275,before,na
2025-04-11 07:00:00,144867,7267,before,na
2025-04-11 08:00:00,130489,6255,before,peak
2025-04-11 09:00:00,103023,4800,before,peak
2025-04-11 10:00:00,39779,1639,before,na
2025-04-11 11:00:00,27286,1202,before,na
2025-04-11 12:00:00,51759,2360,before,na
2025-04-11 13:00:00,105062,4740,before,na
2025-04-11 14:00:00,36768,1735,before,na
2025-04-11 15:00:00,58514,2795,before,na
2025-04-11 16:00:00,109172,5449,before,na
2025-04-11 17:00:00,71147,3374,before,na
2025-04-11 18:00:00,98624,4684,before,peak
2025-04-11 19:00:00,60054,2698,before,peak
2025-04-11 20:00:00,6529,238,before,na
2025-04-11 21:00:00,43568,1815,before,na
2025-04-11 22:00:00,92811,3930,before,na
2025-04-11 23:00:00,59031,2526,before,na
2025-04-12 00:00:00,5957,258,before,na
2025-04-12 01:00:00,718,25,before,na
2025-04-12 02:00:00,9793,440,before,na
2025-04-12 03:00:00,14306,703,before,na
2025-04-12 04:00:00,20583,1036,before,na
2025-04-12 05:00:00,19781,866,before,na
2025-04-12 06:00:00,12559,491,before,na
2025-04-12 07:00:00,43057,2076,before,na
2025-04-12 08:00:00,50905,2387,before,peak
2025-04-12 09:00:00,65786,3360,before,peak
2025-04-12 10:00:00,94935,4567,before,na
2025-04-12 11:00:00,109886,5274,before,na
2025-04-12 12:00:00,85480,4136,before,na
2025-04-12 13:00:00,38938,1858,before,na
2025-04-12 14:00:00,25580,1211,before,na
2025-04-12 15:00:00,63997,2911,before,na
2025-04-12 16:00:00,67414,3033,before,na
2025-04-12 17:00:00,108130,4994,before,na
2025-04-12 18:00:00,98105,4507,before,peak
2025-04-12 19:00:00,46340,1999,before,peak
2025-04-12 20:00:00,41741,1775,before,na
2025-04-12 21:00:00,36561,1550,before,na
2025-04-12 22:00:00,43149,1732,before,na
2025-04-12 23:00:00,48760,2059,before,na
2025-04-13 00:00:00,18346,772,before,na
2025-04-13 01:00:00,15261,650,before,na
2025-04-13 02:00:00,15224,622,before,na
2025-04-13 03:00:00,18272,811,before,na
2025-04-13 04:00:00,14098,630,before,na
2025-04-13 05:00:00,3791,140,before,na
2025-04-13 07:00:00,14134,666,before,na
2025-04-13 08:00:00,53793,2512,before,peak
2025-04-13 09:00:00,46572,2124,before,peak
2025-04-13 10:00:00,25414,1170,before,na
2025-04-13 11:00:00,65965,2941,before,na
2025-04-13 12:00:00,81723,3615,before,na
2025-04-13 13:00:00,56154,2412,before,na
2025-04-13 14:00:00,65992,2903,before,na
2025-04-13 15:00:00,87962,3898,before,na
2025-04-13 16:00:00,99707,4447,before,na
2025-04-13 17:00:00,85632,3633,before,na
2025-04-13 18:00:00,30111,1272,before,peak
2025-04-13 19:00:00,29692,1204,before,peak
2025-04-13 20:00:00,53575,2083,before,na
2025-04-13 21:00:00,64715,2682,before,na
2025-04-13 22:00:00,38044,1526,before,na
2025-04-13 23:00:00,25141,941,before,na
2025-04-14 00:00:00,26547,1079,before,na
2025-04-14 01:00:00,12178,494,before,na
2025-04-14 02:00:00,13180,516,before,na
2025-04-14 03:00:00,3419,133,before,na
2025-04-14 04:00:00,6440,267,before,na
2025-04-14 05:00:00,20018,907,before,na
2025-04-14 06:00:00,67482,3407,before,na
2025-04-14 07:00:00,111151,6254,before,na
2025-04-14 08:00:00,123602,6629,before,peak
2025-04-14 09:00:00,97874,4979,before,peak
2025-04-14 10:00:00,65653,3294,before,na
2025-04-14 11:00:00,64759,3171,before,na
2025-04-14 12:00:00,41130,1810,before,na
2025-04-14 13:00:00,64160,2718,before,na
2025-04-14 14:00:00,99464,4484,before,na
2025-04-14 15:00:00,120319,5240,before,na
2025-04-14 16:00:00,128002,5600,before,na
2025-04-14 17:00:00,105032,4458,before,na
2025-04-14 18:00:00,52826,1994,before,peak
2025-04-14 19:00:00,54146,1527,before,peak
2025-04-14 20:00:00,25165,661,before,na
2025-04-14 21:00:00,59627,1601,before,na
2025-04-14 22:00:00,64876,1718,before,na
2025-04-14 23:00:00,54094,1456,before,na
2025-04-15 00:00:00,23947,712,before,na
2025-04-15 01:00:00,19221,705,before,na
2025-04-15 02:00:00,7017,252,before,na
2025-04-15 03:00:00,6907,241,before,na
2025-04-15 04:00:00,19106,738,before,na
2025-04-15 05:00:00,24720,951,before,na
2025-04-15 06:00:00,63507,2769,before,na
2025-04-15 07:00:00,54556,2792,before,na
2025-04-15 08:00:00,14316,462,before,peak
2025-04-15 09:00:00,78636,2831,before,peak
